"year","OISST.GB","OISST.GOM","OISST.MAB","OISST.SS","BT.GB","BT.GOM","BT.MAB","BT.SS","SST.GB","SST.GOM","SST.MAB","SST.SS","HW.GB","HW.GOM","HW.MAB","PP.GOM","PP.GB","PP.MAB","smCopeDen.GB","smCopeDen.GOM","smCopeDen.MAB","ZooAbun.GB","ZooAbun.GOM","ZooAbun.MAB","ZooAbun.SS"
1963,NA,NA,NA,NA,8.4028941355674,7.34682434667549,11.2577192982456,6.92012257405516,8.78271134805788,8.97833278200463,10.1477826086957,8.3632277834525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,NA,NA,NA,NA,8.93996696944674,5.84657004830918,10.8937634408602,6.56751662971175,10.7255161023947,8.69008051529791,13.2922222222222,7.38082039911308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,NA,NA,NA,NA,10.96640806827,5.46687951138257,10.3897471423623,7.0265873015873,12.4165812403895,10.9118621426663,13.3627641149983,9.51861341371515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,NA,NA,NA,NA,9.56850220264317,5.1727387330602,9.78867403314917,6.7516152189519,11.67682329907,11.3749703440095,12.3255248618785,9.31018455228982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,NA,NA,NA,NA,8.33027222040013,6.10952914798206,10.7695213565143,6.58937823834197,9.16594889463106,8.58045112781955,15.1857551776393,8.80529300567108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,NA,NA,NA,NA,9.5834575008466,5.70109266652658,9.24924421781096,7.28809349890431,9.6726275631855,6.40566149007273,11.7895341802783,7.6163087637841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,NA,NA,NA,NA,8.04727632882139,6.36445001138693,9.70881812022069,7.03898007033998,8.81804553026097,6.86149210307564,11.0397328729784,7.1797158255757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,NA,NA,NA,NA,8.64827930174564,7.03805983359887,9.06943808532778,6.81332371332371,9.47457681251996,7.77930607187113,12.5545635117688,6.28973024136299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,NA,NA,NA,NA,8.71114503816794,7.62904078549849,9.64741854168612,7.30761041009464,9.32796596301751,8.532631386193,12.5139643613267,7.40402973395931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,NA,NA,NA,NA,8.90045071073616,7.189185353392,11.4828744558183,7.31106471816284,9.40565605678956,7.593848042559,12.8162526339137,6.99578288100209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,NA,NA,NA,NA,9.50127456186936,6.87708598726115,11.8714905593996,8.29729064039409,9.99271385510862,8.21000884433962,12.7716526285216,6.88600278551532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,NA,NA,NA,NA,9.29977886405959,7.79030196164867,11.731435793731,9.831504781077,9.70347190497944,7.67394331178518,12.7238301106941,8.03096545043591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,NA,NA,NA,NA,9.01621929602431,7.1039300169735,11.7461201397748,8.43647722692463,10.1545533932136,9.14020082264699,11.9342553411085,7.68023299511462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,NA,NA,NA,NA,9.65974455468126,7.29761532854316,11.0049594924772,8.61535433070866,9.44424679126323,7.47481230073023,11.6541553017388,8.13653631284916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,NA,NA,NA,NA,10.0590015600624,6.69348139833226,10.7348649318463,7.44042227662179,10.6841225065485,8.2862023855329,12.0185229244114,7.88424112607099,NA,NA,NA,NA,NA,NA,2.14359345340495,1.85261231334565,2.98000542925448,19.1832876798601,20.2590183578041,19.1194493228069,NA
1978,NA,NA,NA,NA,9.65943901901755,6.37840680386938,9.17097933921908,7.63055121624637,11.2153429866901,9.68421894218942,10.7137104810218,9.05318492395856,NA,NA,NA,NA,NA,NA,2.31570030260953,1.66911165271773,2.94000776072395,19.0142796826984,19.4322361684919,19.0569589288516,NA
1979,NA,NA,NA,NA,10.3081511670989,6.47252313386798,10.3260140590862,8.38300755798801,10.7822616136919,8.93860365961983,12.5637227105189,8.97400958869543,NA,NA,NA,NA,NA,NA,2.7815973531717,2.41176592622818,2.91226962034141,18.8796596709583,19.7528152652118,18.9077788901051,NA
1980,NA,NA,NA,NA,9.85649717514124,6.2621114599686,9.09741142273548,7.81668040670514,10.582498501584,7.80891007356253,10.0878654309825,8.22336375488918,NA,NA,NA,NA,NA,NA,2.30274771054099,2.4193741188003,3.08137798942936,18.8532398952057,19.8690247107245,19.2057639498437,NA
1981,NA,NA,NA,NA,8.84368745496758,6.1469795388113,10.1939166417815,7.18472258743098,9.17470475582509,9.25499524262607,11.3351545253863,8.12666316066263,NA,NA,NA,NA,NA,NA,2.6037812535726,2.34504440792523,2.75848656144165,18.6388333886442,20.6085800925523,18.5712610576651,NA
1982,10.995993323682,9.83123836326273,13.7747493187556,8.83441411499741,9.07940415964025,6.71823882588392,12.7976530242666,7.06756295347845,9.48911111111111,8.76028124170868,15.0840854762767,7.12403198653199,20.9661,12.3276,NA,NA,NA,NA,2.78173390549595,2.46746516696415,2.77534204191501,18.7725274801111,20.6725554537143,18.6773670978214,NA
1983,11.4899290155625,10.3657577603919,14.5665057080961,9.2110157273037,9.2308019790588,6.7499589911831,10.9951868564156,7.72569349704411,10.2511672710789,8.81557578236858,12.910614267604,8.33433378808549,127.3955,113.2397,NA,NA,NA,NA,2.50399656934149,1.98047928140379,2.62768848260673,18.5914540146569,20.3151317902824,18.3228819933296,NA
1984,11.4032684071557,10.2225020540746,14.1751427726155,9.12215579058626,8.74270470383275,6.21592284950021,11.2811888313184,8.16411483253589,9.28457593688363,7.34330587742566,13.1369143432021,8.34411647387316,35.1723,60.2275,38.2205,NA,NA,NA,2.14505786320349,1.84976057805702,2.68439468464572,18.8013569598597,19.728507778935,18.5136235568398,NA
1985,11.3531946038213,9.84372831823619,15.0223498644332,8.50883906134221,9.90266844563042,7.49412949640288,12.0484958261143,8.06215738284704,10.4690315560392,9.10491452991453,13.6162028150992,6.92917771883289,NA,9.4853,66.1345,NA,NA,NA,2.24157701507059,1.74123900119165,2.63987987951765,18.8445152069216,19.772597974046,18.4726024262775,NA
1986,11.0476511371779,9.6334938473462,14.6212184418784,8.53927182288919,10.8873185819653,7.84811969268095,11.594593196223,8.77278341420379,10.4514018691589,9.37129477874034,13.3594535037461,8.63399433427762,15.7494,NA,17.9085,NA,NA,NA,2.3412357834305,2.0794561835366,2.17736842371686,18.5421571393215,20.3587902719515,18.2496700505667,NA
1987,10.5119681760556,9.27580390161575,13.9799061039814,7.74825199610958,9.17774370208105,6.24653407429073,9.40843803892584,6.62551566080978,10.4626067907996,8.19441357121966,11.5209472027472,6.807410236822,NA,NA,NA,NA,NA,NA,2.40698662822308,2.23897405555118,2.7989321582087,18.737859667344,21.642049812319,18.276872395121,NA
1988,10.6967252327938,9.36534431198416,13.7657004925713,8.09544348535439,8.01762199845081,6.65976112920738,9.71336048344719,7.2554933519944,9.40560314887706,8.28868621064061,11.7245721089448,7.03729809104258,12.3242,NA,NA,NA,NA,NA,2.4288239802727,1.84913321846627,2.86816390576173,18.4474535547978,20.1799696793864,19.2480409850103,NA
1989,10.8565854422234,9.65930115381877,14.4489633277345,8.48678650305462,9.12796088944961,6.5688345323741,13.1723287671233,8.06301806588735,10.0373442674657,9.46958273381295,16.0090802348337,9.64218916046759,NA,9.3678,9.3313,NA,NA,NA,NA,NA,NA,18.8697046081592,20.1190001019302,20.152171838996,NA
1990,11.4080794199239,9.8246913326712,14.5631350328205,8.86559834895535,6.83614400757935,6.61772811918063,11.4131574911823,8.05875,6.01581081081081,9.52538991657599,13.2191381689925,9.37447916666667,132.235,52.9397,44.6299,NA,NA,NA,NA,NA,NA,18.0444939658695,20.1881378104654,20.3050524539485,NA
1991,11.2742709274095,9.90716918562101,14.715151171055,8.74725168831094,9.0657730605099,6.92888801339506,11.3277854618104,8.02583446404342,10.3080424554109,9.25609179552842,13.0469124423963,7.82659430122117,21.8238,24.2702,59.1896,NA,NA,NA,2.91821920217153,3.2124587907102,2.24500878824734,18.6937565438775,20.1859467858323,19.8921973182186,NA
1992,10.4665513443154,9.03010505066343,13.4864314074943,7.85116001005642,9.42673769507803,6.8749730458221,10.9185260708909,8.17565622353937,9.85795973517092,8.36715309779826,12.2608485878661,7.71291820191599,NA,NA,NA,NA,NA,NA,2.90956089775144,2.40636793374481,3.35313309028749,19.296230974988,20.0908388590354,20.3397926563274,NA
1993,10.9295879581436,9.32074111497021,13.9288490053807,8.20446780846637,9.23235467565291,6.42827008032129,9.12182400820355,8.27825097334531,10.2466440631055,8.9560458533824,11.5066722532588,8.34064905872436,NA,NA,35.2508,NA,NA,NA,3.17445384160436,2.82690044580538,3.31417488365944,19.3483438303026,20.1943367872755,19.8715762450455,NA
1994,11.2971529468232,9.80984886934088,13.9723658879532,8.99726174922172,10.1181943746861,8.23553194463861,11.8156131377865,9.3707237984945,10.3473406102704,10.4155440702456,12.9976750061622,9.09593426981182,98.4357,30.8745,24.1374,NA,NA,NA,2.64780937914539,2.57859988955275,2.207135452835,19.2173506127929,20.0318014928302,20.4730637906284,NA
1995,11.0732108218863,9.69622124510269,14.5915538571919,8.7322726566331,10.5730129770012,7.05091404805915,13.3179594532506,8.13200403496974,10.3775501685664,9.42430467091295,14.372202739726,8.13648218347233,26.466,NA,69.2538,NA,NA,NA,2.76231058199131,2.75537818928962,2.34431089970815,19.029601551708,20.2524694925191,19.7403106129449,NA
1996,10.0701445869037,9.19231897049571,13.1255825084801,8.03494586470009,8.59465205334742,8.03316725283314,11.4386994073887,7.68731611208406,9.58498481447247,9.33586363207102,13.111630952381,7.62602696272799,NA,NA,14.2512,NA,NA,NA,3.33865881158527,2.98333753982051,2.988218502073,19.2387262146209,22.3961047030027,19.7671087512863,NA
1997,10.7642714957602,9.61856279606144,13.9497628802892,8.34859808235153,9.55684761535479,7.17717383975728,11.9517473972944,7.71716791044776,10.2479397681452,9.03558121176238,13.2522568694041,7.16442887175894,NA,NA,NA,NA,NA,NA,3.10554438913279,2.81458675642313,2.80639387847906,19.0540545529795,20.270421929437,19.6161949557049,NA
1998,10.7897671591146,9.59725366986233,14.218060309584,8.18417538209504,9.6755701919458,6.52650893222419,11.2769457256248,6.4185016722408,10.7932492393509,8.08419323229684,13.2262650983702,6.75060728744939,NA,NA,NA,0.4618658,0.5307622,0.6066788,3.42109295325343,3.02867102682054,3.3780252300767,19.3989881034151,20.3421433872715,20.2255495380303,NA
1999,12.0135300672018,10.3969337868201,14.8356691380789,9.42294080329401,10.4309540913683,7.35709463975404,12.6662484545769,9.55148462021343,11.2253273743017,9.69611224230084,13.4806324305658,8.97524454014149,166.237,100.1712,95.5077,0.5337908,0.6196377,0.6505286,2.62866042751141,2.51650448931141,2.42051069776198,18.7833832420223,20.6620719977307,19.1762819326957,NA
2000,11.3380978745924,10.340998401024,14.5106208592428,9.46870037747522,9.94788472964944,7.59417205370462,12.6662566396422,8.47729467455621,11.216483411187,10.1827282905325,14.6970914266577,9.79708165680473,39.272,32.7256,82.2404,0.5030884,0.5951744,0.6844749,2.95358232732004,2.92605547658674,2.67424520044338,19.8372781759461,20.9220923568502,19.3833526350583,NA
2001,11.5809365620118,10.0323264879451,14.4811749124659,8.74217704795478,10.117172397495,6.87557146969915,12.4797293215613,7.50863676341249,11.8777277561149,9.88558370519649,14.7460234665428,8.79618293755497,71.2032,21.2492,51.1932,0.4807486,0.5818115,0.6994633,2.993565914444,2.76611807964221,2.68999441649034,19.6561536989868,20.7463485108969,19.6061804157775,NA
2002,11.9041571280861,10.4900913195305,15.2006826914221,9.44665788259125,10.9696568839016,7.71390842378841,13.1520057029626,8.75461010190518,12.2493709538196,9.85104310803619,15.4894899367179,9.72700443318556,131.6084,64.5322,206.1259,0.5179139,0.6423932,0.7629545,1.97766419321733,1.65943567447419,2.0077643373871,19.2628422154566,20.3056096047909,19.4725580532181,NA
2003,10.9604031653853,9.67093631517261,13.8108483257092,8.46011554547652,9.16945380296069,6.13935747345494,12.6476947519475,7.3060484945377,10.8433129147524,8.39404015056462,15.1686374807988,7.87726451612903,21.9146,11.4838,9.1207,0.4769304,0.5740747,0.6730635,2.25944472057308,1.93988655117315,2.37477818196222,19.2395728887595,20.9002784445825,19.4583911389285,NA
2004,10.4108345436623,9.16944705576555,14.0807971879761,7.78019943580329,9.31928111734903,5.93164269492808,12.4939898179403,6.69269728729963,10.8090360125976,8.30683302411874,14.2937064895136,8.28787439613527,NA,NA,25.8242,0.446967,0.5798236,0.6551953,2.04506780047536,1.58626646025355,2.39844100636426,19.8060381061657,20.5368960002337,19.662975403667,NA
2005,11.3097523308463,9.56548448690133,14.297547353879,8.30547814606654,9.89146065886197,6.95000566518742,12.8731247242705,7.63526285046729,11.4692407632968,9.05392178981011,16.2058563258123,9.11073306074766,71.3651,13.8315,104.6342,0.4637322,0.5462253,0.6480696,1.87835916153286,1.40513387461739,2.358619506451,18.8008089883493,19.4485077978128,19.1422336789147,NA
2006,11.6153788314107,10.3404942892077,14.799080778022,9.22285078239067,10.424414602061,7.65552749519812,14.1559007127058,8.03208419193406,12.2650087700066,10.0946416666667,15.4488075694274,8.68618898087354,105.9147,113.1436,107.9342,0.5384253,0.6288345,0.7647707,2.17700092986325,1.706223997304,2.14742199794978,19.8258206675068,20.0018322719903,19.3085271583396,NA
2007,10.7001202539389,10.1634963491899,14.660431790755,8.24699729855313,9.59400791904971,6.48851399358808,12.7469269298763,6.81428153350893,11.2430672960808,9.78175839154882,14.2713289250395,8.66403863037752,NA,33.61,49.1767,0.4786379,0.6109143,0.6925793,2.32297605868161,1.77485281088117,2.00230340239681,19.2852705074467,19.896993141096,19.0969600437649,NA
2008,11.133961172973,10.2747168949206,14.5051252696741,8.69979572145506,9.24146571213263,7.14713733971883,11.7345446927374,7.05157792836399,9.77273549359457,9.39239740183053,11.7015097765363,6.3746757018393,18.5302,67.9784,NA,0.4788516,0.5710879,0.69958,2.31925737065325,1.83097911302736,2.67374119344592,19.8115959922237,20.4325394253799,19.2221006709176,NA
2009,11.2833002815574,10.1129032003226,14.5019896367789,8.89834199010709,9.8143502561714,6.97396592270489,11.678319918813,7.40281341107872,10.0574950545413,8.21067348377997,13.3824688313468,8.28781089231861,104.0666,51.7841,52.5926,0.5007939,0.6021123,0.6832489,2.02894069801718,1.60863705640377,2.31252341621438,18.9696387582833,20.4329909713365,18.8773810612598,NA
2010,11.6640372036821,10.9047730456313,14.6623886582418,9.43619268768021,10.5031697403543,7.30302507072481,11.0381634433182,8.71040018190086,11.1974878670226,8.85200868725869,12.8724618762595,7.75390994204191,76.535,262.2376,140.4622,0.5410251,0.6149965,0.6858058,2.08145675220137,2.01844962309305,2.31790812334744,19.05642271483,21.4757086810957,19.63053445316,NA
2011,11.6883628900637,10.736607292994,14.9606009112497,9.4342485991876,10.6618632542038,8.09089747191011,11.4964090187567,8.14061916141647,11.4864669881306,9.91475093632959,14.0484359713629,8.47561016949153,131.7931,469.6204,197.4766,0.5524226,0.6329913,0.7892853,2.24699039013648,1.99151283664433,2.35415533693614,18.9940579072326,21.3706511872593,19.086999548918,NA
2012,12.9393653818173,11.9927330635127,16.1155786454071,10.8767322125833,11.0379874852021,8.27969396136128,12.3911531706135,9.03249348109518,12.6574804163537,10.3349420660202,15.7114953271028,10.3524625162973,564.2958,620.1437,506.0611,0.6359776,0.6982819,0.7621294,2.31609531527772,2.33563468072347,1.89267765703962,19.1265384233143,20.9294578051177,18.9907680041906,NA
2013,12.1303844072348,11.2013084266556,14.7588468157257,9.83462879301151,10.5437603509734,7.66787580069809,10.7187327543946,8.41035022354695,10.964405264601,9.65175559772296,13.4789874205142,8.41803283494576,185.8703,242.3977,61.012,0.5223854,0.6297579,0.7457866,2.7798322568399,2.79574820526104,2.53027757409467,19.4198889398867,20.8265274511851,20.057007568157,NA
2014,11.906292999034,10.9242616266992,14.909984610079,9.78076857986615,10.9346993266775,7.8136641625575,12.4001031579779,8.76520300987616,12.5717955356116,10.9288003441771,14.7414864811989,9.87947327167268,129.855,294.0881,161.7588,0.5152756,0.6459925,0.6587581,2.6090411516217,2.06363722401223,2.63125461333974,19.5418334928522,20.6790478736695,19.2990898920865,NA
2015,12.1379432581313,10.8404771536942,15.3425054185801,9.46748035334994,10.6624502683928,7.05018327336315,12.0336418642056,8.65660742898762,11.9215687746294,9.56771577505263,15.7241450618466,9.18034959941733,334.2595,278.9725,425.9048,0.5097378,0.6634877,0.7180119,3.02430158541437,3.01148255185836,2.82397854919653,19.0855637691543,21.5391690213384,18.9473071046365,NA
2016,12.4625599679182,11.5643303330086,15.5224177983445,10.2930883908825,11.3660925874897,8.62428067474825,12.9592195104235,9.20128947368421,13.015719481951,12.562827592842,15.2849386213409,11.0556411483254,297.3027,629.7933,247.4661,0.5614645,0.670277,0.7206571,2.01759315973089,2.17545917380212,1.76462992513476,19.0300044047131,21.3239786905171,19.1313405962212,NA
2017,11.8587095475144,11.0155091135197,15.1869935540571,9.68111691796183,9.41302703512319,7.4540370187832,8.00607171488959,9.17957463568334,9.83016700366959,10.3544028256941,7.39604474892501,9.55989365892083,163.0871,186.0201,157.7155,0.5130463,0.624476,0.7434024,2.87641270091672,2.39058378189473,2.19264269270092,19.3311539479454,21.2162491064778,19.0596639887043,NA
2018,12.0550204160083,11.3523666418007,14.7655903351781,10.2747160142382,11.0600254745665,8.07275331312771,12.6611301060245,8.93681458966565,13.237132878626,11.2345218993285,15.7698232925125,9.25694832826748,164.3507,438.9547,152.0294,0.5411502,0.6248595,0.688027,NA,NA,NA,20.3934257587623,21.5503283996571,19.3276782946948,NA
2019,11.5300042202461,10.64388218113,15.1880383148444,9.14085134602739,6.71438697318008,6.77519141080451,8.83234461918824,8.27018625561978,5.88832301797819,7.38669452001555,7.01922670146281,5.70705844572897,42.7334,175.508,157.8591,0.529527,0.6181324,0.7126271,NA,NA,NA,18.9724760935755,21.7364492169161,18.8996818710067,NA
2020,12.485209396654,11.4218883268474,15.4126468813437,9.93733777176711,NA,NA,NA,NA,NA,NA,NA,NA,356.2047,474.9854,263.6765,0.5478542,0.6297722,0.6976192,NA,NA,NA,NA,NA,NA,NA
2021,12.8259024235134,11.7470088695337,15.5014009799431,10.716768566203,NA,NA,NA,NA,NA,NA,NA,NA,485.774,558.1449,218.2157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
